"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"DLGAP4",-0.0789848048564128,8.60977584482186,-0.320826309030509,0.74944585468537,0.902295447367138,-6.10979282578911
"GALK1",0.233643237578761,6.64102630733149,0.320817693241186,0.749452352146263,0.902295447367138,-6.1097955078623
"TUBBP5",-0.19505526552199,7.08884556926466,-0.320719807724801,0.749526172235859,0.902295447367138,-6.1098259743334
"CD70",-0.119606831988279,6.85513745131105,-0.320716480699253,0.74952868134424,0.902295447367138,-6.10982700969385
"TOMM70",-0.0758595317676729,11.0603885943904,-0.320659552336483,0.749571614838625,0.902295447367138,-6.1098447239727
"GNAT1",-0.0764416255369453,3.94542782498318,-0.320533586943082,0.749666616612199,0.902298780674769,-6.10988390922143
"SMIM2",-0.0855766999600567,5.89071029315735,-0.320472374307755,0.749712783942822,0.902298780674769,-6.10990294567691
"SLC35C1",-0.0690351850760411,8.55458423106207,-0.32029062475595,0.74984986712945,0.902380472312035,-6.10995944643789
"SAMD4B",-0.162153118831073,4.85091659958444,-0.320128730173281,0.749971981679581,0.902438136156881,-6.11000974795812
"MBTPS2",-0.0951892038319349,7.80459951162824,-0.32004358842119,0.750036205347965,0.902438136156881,-6.11003619179138
"AGTR2",-0.116662683169667,5.505189644958,-0.319518786315529,0.750432110443009,0.902633234151886,-6.1101990332066
"VAV2",-0.171613545809792,5.38891372233351,-0.319516578073372,0.750433776459687,0.902633234151886,-6.11019971784183
"CCT4",0.0710243546783325,13.2887440308884,0.319449415249322,0.750484448277069,0.902633234151886,-6.11022053850273
"RBBP7",0.065904415931902,12.4615935269715,0.319377357900257,0.750538814055745,0.902633234151886,-6.11024287162989
"PI4KA",0.107733812963396,9.90722530543408,0.319369843178145,0.75054448383118,0.902633234151886,-6.11024520041961
"RGS7",0.141851107970691,5.60868714658613,0.319132537590926,0.750723535396301,0.902725144374832,-6.11031871261742
"DHX40",0.0941690133424462,11.1180863709507,0.318924569798545,0.750880462353608,0.902725144374832,-6.11038309182344
"VPS52",0.0581845771979967,11.334771789137,0.318907717054524,0.750893179448146,0.902725144374832,-6.11038830698351
"TEX11",0.124521947347832,3.82884961280603,0.318854417635681,0.750933399690112,0.902725144374832,-6.11040479892902
"ASTE1",0.109799244759342,7.79614131060087,0.318809797265752,0.750967071173694,0.902725144374832,-6.11041860328442
"ANO3",0.265308752293404,4.97351101825668,0.31863684413971,0.751097589887342,0.902798808493829,-6.11047209218742
"MCF2L2",-0.168353238576895,4.4330456105771,-0.318339389748009,0.751322080290437,0.902985400028299,-6.11056401772347
"LSP1P5",-0.192585709251533,8.84174089621144,-0.317991291316411,0.75158481941232,0.903217922609884,-6.1106714856876
"CLIC1",0.103901699435559,13.0707213875438,0.317824333232768,0.751710847175231,0.903286124441787,-6.11072298885783
"ADGRG3",0.140586068650662,6.82783341769341,0.317553592774941,0.751915229147999,0.903381672527034,-6.11080644948343
"FAF1",-0.0717733961728193,10.3130099855972,-0.317453547897312,0.751990757539582,0.903381672527034,-6.11083727218489
"DEFB4A",0.336740079369535,6.70777274311973,0.317322633987769,0.752089594032768,0.903381672527034,-6.11087759066913
"SHBG",0.0617291682587071,4.21786722028615,0.317277691052279,0.752123525705432,0.903381672527034,-6.11089142824208
"OTOF",0.0996658177472982,3.69489237734334,0.317260139551659,0.75213677712658,0.903381672527034,-6.11089683167941
"TMPRSS11D",0.180366155911997,7.07547893564066,0.316927221648273,0.752388145044727,0.903579643099984,-6.11099926798563
"ADRM1",-0.10690254452893,11.2493199732414,-0.316836068727616,0.7524569742746,0.903579643099984,-6.11102729635605
