"","MEblue","MEtan","MEmagenta","MEpurple","MElightcyan","MEgreen","MEgreenyellow","MEbrown","MEcyan","MEmidnightblue","MEyellow","MEblack","MEred","MEsalmon","MEpink","MEturquoise","MEgrey"
"Melanoma.41",0.0431054846336019,0.0530289504894251,0.0602471476543801,-0.0598163086485255,-0.0865111045744326,-0.0508607012867477,-0.0718315617199807,-0.0273317293150182,-0.0534307531983934,0.106277287738074,0.0675670824615211,-0.0319242179939433,0.0370234222766891,-0.00459718651545941,0.0321290224676667,0.0393505686865543,-0.0313948291369179
"Melanoma.42",0.0718815287359648,0.0656102923768339,0.0599227151905915,-0.0276092782618096,0.0421902897829235,-0.0578900037655508,-0.0707975935160421,-0.037410940765916,-0.0361511748728795,0.0578459789666228,0.00565680494228305,-0.0740586836597646,-0.0551658900103197,0.0200085725021681,-0.0097830131656194,-0.00535921973207523,-0.0529798595452296
"Melanoma.43",0.0259719457306412,0.0164882196266367,0.00123485356397974,0.0364908510767931,-0.0856855710017568,-0.0616270198676589,-0.0281437044552968,0.0632015443252923,-0.0332856882540777,0.000853271733232604,0.0358275460899886,0.017591588507045,-0.0249006966819566,-0.0182898378064501,-0.0681382283923458,-0.0686569199928097,-0.0367954315524121
"Melanoma.44",0.048473880366305,0.0453197971552052,0.0577464309502704,0.0187881542649637,0.133446785678413,-0.0649825244975683,-0.0562619479762569,-0.0458551272419487,-0.0263995975473209,0.0187637989977123,-0.00393377774833105,-0.0127751101496786,-0.0295010046245927,0.0389052372938794,-0.0295517899332819,-0.041529905467995,-0.0567262520750823
"Metastatic.Melanoma",-0.0430523738927546,-0.0701556854769476,-0.111743793572399,-0.0822572431331142,-0.0268523751988989,0.146662315752019,0.0403135319356932,-0.0306824270474413,-0.0950133513192173,0.0518349132437583,0.0423989872998308,-0.0147222727397523,0.0613477431309629,0.0666689644386265,0.13810202303963,0.0875741840058346,0.0450109363246889
"Metastatic.Melanoma.1",0.0183624158992934,0.0268787084612144,0.0172976545110849,-0.166850312469414,-0.027371492317383,0.0170613995609156,-0.0380427025540805,-0.0152993110367363,-0.0509673629442845,0.100586069376562,0.0371063825927094,-0.0543241558671347,0.0656910907766937,0.000602509373105533,0.190895369094892,0.0898751762194279,0.071798851339873
"Metastatic.Melanoma.2",-0.0053900246496713,-0.0418574697170735,0.0131971575549968,-0.0572593294781793,0.104886293058475,0.0600154843927551,-0.0151175416106586,-0.0492280035850476,-0.0635843589266447,0.0455805841568669,0.0595446035753521,0.0107425386897237,0.0715832334088728,0.0101227957000686,0.132109249139742,0.0624054243236701,0.0421506711949022
"Metastatic.Melanoma.3",0.011866932858967,0.0260292070129739,0.0650228533547197,-0.148432044452399,-0.0138190233178331,-0.0425932638056669,-0.0966570483400352,-0.019842845579857,-0.123024139628885,0.129883566101729,0.0327569822170035,-0.0868874364309448,0.103731841051823,0.0134660958874819,0.206438729462567,0.120396632934721,0.0554228453377648
"Metastatic.Melanoma.4",-0.0155942455872524,-0.0193502987827947,-0.0565753949198425,-0.0731358896461598,0.00800421395998686,-0.0102760507074813,-0.0058157917520052,-0.0215439389363931,0.0704777146155216,0.0245486878914617,0.00722212402284318,0.0120068736222067,0.0440238274504305,0.0257726122832872,0.117131792224799,0.0601332662699049,0.0836798532205935
"Metastatic.Melanoma.5",-0.0458674333422605,-0.0430139146155613,0.0150054645670402,-0.0681720259661268,-0.01545562359718,-0.0124102156626568,-0.0542673229699101,-0.0502227901151688,-0.0539639724471741,0.111278046730094,0.0451129994607393,0.0135077971419372,0.12837914178966,0.0942316875588005,0.177242325274834,0.0235953615970317,0.0455567448474813
