"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","log2err"
"HALLMARK_FATTY_ACID_METABOLISM","HALLMARK_FATTY_ACID_METABOLISM",146,-0.322109265057104,-1.42292258149455,0.00910110519111674,0.0189606358148265,0.013914640014946,2340,"tags=29%, list=18%, signal=24%","SUCLG2/ALDH3A1/PDHB/ECI1/ACSL5/DECR1/HAO2/ACSL1/CYP1A1/CYP4A11/GLUL/SDHD/CEL/ACADM/GRHPR/HMGCS1/SLC22A5/ME1/ACAA2/XIST/AQP7/MGLL/G0S2/ALDH3A2/IDI1/PRDX6/HADH/CPT1A/ACADL/CD36/HSD17B4/CRAT/AUH/ETFDH/METAP1/HSDL2/ALDH9A1/AOC3/MAOA/CA6/HMGCS2/GPD1",0.380730400722792
"HALLMARK_XENOBIOTIC_METABOLISM","HALLMARK_XENOBIOTIC_METABOLISM",191,-0.304365565563436,-1.39055198273054,0.0101831316939104,0.0203662633878208,0.0149461877892039,2976,"tags=34%, list=23%, signal=26%","TNFRSF1A/ELOVL5/PAPSS2/HSD17B2/ARG2/CA2/SLC22A1/TPST1/CFB/UPB1/JUP/BLVRB/GABARAPL1/PC/GCKR/NFS1/ALDH3A1/GCH1/IRF8/SLC35D1/MPP2/ID2/DHRS1/CASP6/ARG1/CES1/CYP1A1/EPHA2/PGRMC1/FMO3/CROT/G6PC1/SLC46A3/ESR1/NDRG2/CYP2E1/MAN1A1/CDO1/CSAD/ITIH4/HSD11B1/IGF1/PINK1/F10/SPINT2/FBLN1/CD36/ABCC3/PDLIM5/ACOX2/PTGES/CAT/GSTA3/ETFDH/IL1R1/ETS2/CYB5A/ALDH2/ALDH9A1/AOX1/AKR1C3/AKR1C2/MAOA/RBP4",0.380730400722792
"HALLMARK_TNFA_SIGNALING_VIA_NFKB","HALLMARK_TNFA_SIGNALING_VIA_NFKB",199,-0.302345973256259,-1.3731796862514,0.0112622867518753,0.0216582437536064,0.0158943332982393,3494,"tags=36%, list=27%, signal=27%","TNC/IL18/PTPRE/EGR3/IL6/BHLHE40/SERPINB2/RIGI/EDN1/TUBB2A/DNAJB4/GFPT2/CD83/MAP3K8/GPR183/PLK2/TNFAIP2/NFIL3/ABCA1/EGR2/CSF1/INHBA/TSC22D1/SNN/EFNA1/CD69/HBEGF/GCH1/ID2/AREG/PER1/GEM/JUN/ATF3/KLF10/LIF/F2RL1/IL6ST/IL15RA/FOS/BMP2/MCL1/LAMB3/TNFAIP8/NR4A2/PLPP3/CCN1/SDC4/B4GALT1/CCNL1/G0S2/CEBPB/NFKBIA/PTGER4/ACKR3/GADD45B/BTG2/ZFP36/PDLIM5/BIRC2/BCL6/FOSB/ETS2/DUSP1/PFKFB3/EGR1/F3/KLF4/KLF2/JAG1/HES1/TIPARP",0.380730400722792
"HALLMARK_P53_PATHWAY","HALLMARK_P53_PATHWAY",200,-0.295472739312983,-1.35471156754351,0.0174862447667427,0.0323819347532273,0.0237641273994772,2580,"tags=31%, list=20%, signal=25%","ABAT/TSC22D1/ANKRA2/RPL36/KLK8/HBEGF/ADA/ALOX15B/SLC35D1/CDH13/S100A4/CGRRF1/APAF1/TRAFD1/KRT17/STEAP3/TXNIP/SESN1/JUN/NUPR1/ATF3/FGF13/RRAD/LIF/EPHA2/H2AJ/CLCA2/ST14/KIF13B/COQ8A/FOS/SDC1/ITGB4/NHLH2/BMP2/TAX1BP3/RPS12/CCND2/VDR/TGFA/ISCU/FBXW7/NDRG1/TP63/EPS8L2/PIDD1/IP6K2/BTG2/VWA5A/SFN/ERCC5/SERPINB5/STOM/PROCR/KLF4/TOB1/TPD52L1/ACVR1B/TM4SF1/INHBB/BLCAP/ZBTB16",0.352487857583619
"HALLMARK_COAGULATION","HALLMARK_COAGULATION",137,-0.298618251054652,-1.30574837011098,0.044404973357016,0.0716209247693806,0.0525604412972362,2339,"tags=26%, list=18%, signal=21%","GNG12/PDGFB/F2RL2/ITGA2/MEP1A/TIMP3/ANG/RGN/ANXA1/SERPING1/C1R/SH2B2/C1S/MMP2/DPP4/CTSV/RAPGEF3/ISCU/SPARC/VWF/F10/C3/MST1/ACOX2/HTRA1/FBN1/CFH/GSN/CLU/F3/TF/MMP7/CFD/PECAM1/HMGCS2",0.287857117255149
"HALLMARK_APICAL_JUNCTION","HALLMARK_APICAL_JUNCTION",184,-0.278683235181394,-1.26526935692868,0.0599647266313933,0.093694885361552,0.0687598566725365,2965,"tags=35%, list=23%, signal=27%","MADCAM1/PARVA/RHOF/BAIAP2/CD209/DMP1/MYH10/JUP/SGCE/COL17A1/CLDN4/KCNH2/ALOX15B/IRS1/VCAM1/MYL9/ITGA2/ITGB1/DSC1/SPEG/TIAL1/INSIG1/TSC1/VCAN/MPZL2/CDSN/ACTC1/ITGB4/KRT31/LAMB3/MMP2/VCL/CLDN7/TJP1/B4GALT1/MAPK13/CDH6/ARHGEF6/LIMA1/PIK3CB/PIK3R3/JAM3/NFASC/DLG1/CALB2/DSC3/HADH/VWF/LAMC2/CRAT/AMIGO2/CX3CL1/FBN1/CD34/EGFR/CLDN5/ICAM2/COL16A1/FLNC/CLDN8/LAMA3/ACTG2/ADAMTS5/PECAM1",0.245041785430996
"HALLMARK_INTERFERON_ALPHA_RESPONSE","HALLMARK_INTERFERON_ALPHA_RESPONSE",84,0.296005971457958,1.21447046991422,0.116591928251121,0.171458718016355,0.125828393199563,3293,"tags=40%, list=25%, signal=30%","LGALS3BP/ELF1/CMTR1/SLC25A28/WARS1/GMPR/CNP/TDRD7/TRIM25/ADAR/SP110/PSMB8/ISG20/LY6E/IFIT3/STAT2/OGFR/IFI35/RTP4/OASL/IRF7/RNF31/ISG15/PSME1/EIF2AK2/DHX58/USP18/OAS1/MX1/IFIT2/PSMB9/IFI30/SAMD9/RIPK2",0.195789002148949
"HALLMARK_TGF_BETA_SIGNALING","HALLMARK_TGF_BETA_SIGNALING",53,0.323660394641434,1.20210402681528,0.162162162162162,0.219138056975895,0.160818825179371,2055,"tags=30%, list=16%, signal=26%","PPP1CA/CDK9/BMPR2/FKBP1A/IFNGR2/TGFB1/SERPINE1/TGIF1/HDAC1/SPTBN1/FURIN/PPP1R15A/PPM1A/CTNNB1/HIPK2/SKI",0.16440575583821
"HALLMARK_INFLAMMATORY_RESPONSE","HALLMARK_INFLAMMATORY_RESPONSE",194,-0.262328039404948,-1.18408233232211,0.0979667282809612,0.148434436789335,0.108931566109707,3567,"tags=35%, list=27%, signal=25%","NDP/GP1BA/IFITM1/IL18/PTPRE/AHR/IL10RA/IL6/PDPN/IL4R/SLC1A2/MARCO/BDKRB1/TNFRSF1B/LCK/ATP2C1/EDN1/AXL/TNFSF15/ADORA2B/GPR183/IL2RB/ABCA1/CSF1/TLR3/FZD5/INHBA/ITGB8/IL15/CD69/LAMP3/TPBG/SCARF1/HBEGF/TNFSF10/EREG/SEMA4D/GCH1/ADM/IL18R1/APLNR/MEP1A/ABI1/VIP/HRH1/GNA15/LIF/ITGA5/NOD2/IL15RA/GNAI3/RAF1/SLC4A4/CCL22/GPC3/HIF1A/NFKBIA/ACVR2A/PTGER4/SLC31A2/BTG2/CD55/CX3CL1/IL1R1/LPAR1/F3/ACVR1B",0.193813302725311
"HALLMARK_APOPTOSIS","HALLMARK_APOPTOSIS",159,0.258092944621676,1.16728791376436,0.134782608695652,0.18719806763285,0.137379028216331,2027,"tags=24%, list=16%, signal=20%","BAX/IGF2R/TIMP2/LEF1/BCAP31/GPX1/CDK2/PSEN2/GPX4/TOP2A/DAP/ERBB3/ENO2/DNAJC3/TNFRSF12A/LMNA/CCND1/BCL2L1/RELA/RETSAT/SQSTM1/PPP2R5B/LGALS3/RARA/PLAT/TIMP1/DIABLO/HSPB1/CD44/PTK2/PLPPR4/PEA15/ISG20/SOD1/NEDD9/TSPO/CTNNB1/ADD1",0.178219874951973
"HALLMARK_COMPLEMENT","HALLMARK_COMPLEMENT",190,0.253842007432974,1.16340459381927,0.126696832579186,0.180995475113122,0.132827132229598,1756,"tags=17%, list=13%, signal=15%","GNAI2/PRKCD/TIMP2/CPQ/SRC/GNB2/CTSB/PPP4C/USP14/ANXA5/CDK5R1/HSPA5/CTSD/MMP14/GRB2/CALM1/ATOX1/PFN1/SERPINE1/RHOG/LCP2/PDP1/CTSH/FYN/LGALS3/USP8/PLAT/TIMP1/DOCK10/STX4/APOBEC3F/PLAUR/PREP",0.188204146308491
